,s_id,s_name,s_total_trip,s_ranking,s_lon,s_lat,s_adname_id,s_cost,s_type_id,s_comment,s_area,s_level,s_mean_time,e_id,e_name,e_total_trip,e_ranking,e_lon,e_lat,e_adname_id,e_cost,e_type_id,e_comment,e_area,e_level,e_mean_time,distance,flow
130,204,宋庆龄故居,654,4.7,116.383068,39.945538,15,20,1,689,21880.23116,1,1.5,232,百花深处胡同,115,4.5,116.373637,39.937478,15,0,4,45,0.0,1,0.2,1204.4061628640202,11
131,42,钟鼓楼,1354,4.5,116.395885,39.941596,4,20,1,352,3852.108981,1,1.5,57,广德楼,169,4.4,116.395,39.895856,15,20,4,276,54.40178109,1,3.0,5079.216266435082,11
132,29,首都博物馆,914,4.7,116.342067,39.906412,15,0,2,1063,31381.63726,4,2.5,40,北京东交民巷使馆建筑群,732,4.6,116.41262,39.901299,4,0,1,327,628400.0,1,1.5,6059.884978707661,64
133,64,妙峰山风景名胜区,384,4.6,116.026452,40.06355,9,20,5,9,4000639.889,3,8.0,236,天宁寺塔,210,4.7,116.345924,39.895064,15,0,1,60,6254.108793,1,1.5,33085.879366822715,15
134,40,北京东交民巷使馆建筑群,732,4.6,116.41262,39.901299,4,0,1,327,628400.0,1,1.5,50,中国科学技术馆,1122,4.7,116.398595,40.006023,2,30,2,4578,50070.83617,1,4.0,11689.495435318056,37
135,18,香山公园,3045,4.6,116.188746,39.990107,7,10,1,5055,1641390.743,4,3.0,100,日坛公园,370,4.6,116.443795,39.915538,2,0,4,535,219976.9075,3,0.5,23314.309241354178,71
136,24,北京大栅栏,4653,4.5,116.395042,39.895715,15,0,4,1026,0.0,3,0.75,201,天安门广场,16368,4.8,116.397755,39.903179,4,0,1,14196,250003.1338,1,1.5,860.6122287293919,3821
137,41,北京凤凰岭景区,459,4.6,116.084981,40.106778,7,25,5,1446,3528731.118,4,1.5,155,上方山国家森林公园,74,4.4,115.826676,39.674028,5,30,5,44,4946245.54,3,2.0,52885.02406001028,12
138,63,王府井,7795,4.4,116.412422,39.908966,4,0,4,1838,1951869.662,1,3.0,231,宛平城,208,4.5,116.22609,39.851425,6,0,1,144,213592.5458,1,1.5,17172.125416343053,31
139,42,钟鼓楼,1354,4.5,116.395885,39.941596,4,20,1,352,3852.108981,1,1.5,201,天安门广场,16368,4.8,116.397755,39.903179,4,0,1,14196,250003.1338,1,1.5,4268.554941115692,833
140,54,红砖美术馆,306,4.3,116.499843,40.042256,2,120,2,162,6442.272653,1,1.5,202,中国国家博物馆,1190,4.8,116.401304,39.905374,4,0,2,4278,123008.8977,1,3.5,17374.019001866254,12
141,38,中国美术馆,596,4.7,116.408939,39.925255,4,0,2,592,24244.3366,1,1.0,80,北京市劳动人民文化宫,390,4.6,116.400005,39.9107,4,2,2,419,143113.5078,2,2.0,1787.5000804751562,17
142,37,玉渡山风景区,148,4.6,115.899049,40.531641,16,60,5,1240,30112108.5,1,3.0,61,百花山国家级自然保护区,245,4.9,115.591886,39.837756,9,60,5,7,32412753.44,3,4.0,81367.19665434597,12
143,201,天安门广场,16368,4.8,116.397755,39.903179,4,0,1,14196,250003.1338,1,1.5,229,月坛公园,87,4.5,116.352206,39.916423,15,0,4,490,61751.2355,1,1.0,4163.0822844976965,33
144,138,运河公园（运河文化广场，运河奥体公园以及生态公园）,91,4.8,116.687451,39.908805,14,0,4,8,1901139.866,3,1.0,201,天安门广场,16368,4.8,116.397755,39.903179,4,0,1,14196,250003.1338,1,1.5,24780.01351992614,16
145,87,百望山森林公园,229,4.5,116.255631,40.029982,7,6,5,349,2376048.302,3,4.5,201,天安门广场,16368,4.8,116.397755,39.903179,4,0,1,14196,250003.1338,1,1.5,18592.17929254758,29
146,89,杨梅竹斜街,341,4.6,116.39361,39.895977,15,73,4,56,0.0,1,0.75,205,人民英雄纪念碑,2243,4.6,116.397691,39.904632,4,0,1,682,10186.8376,1,1.0,1022.3983026241133,28
147,14,孔庙和国子监博物馆,2941,4.6,116.413283,39.946908,4,118,1,685,22000.0,1,3.5,136,北京后花园(白虎涧)风景区,1516,4.1,116.081952,40.14064,1,30,5,598,17355511.65,2,4.5,35527.908654605715,226
148,3,颐和园,11485,4.7,116.275115,39.999686,7,30,1,40087,3190657.268,5,12.0,84,什刹海茶艺酒吧街,136,4.4,116.390792,39.936204,15,0,4,623,0.0,1,2.5,12138.854548522184,99
149,26,国家植物园,1350,4.6,116.211489,39.996048,7,5,3,1886,1669958.856,4,3.5,98,世界花卉大观园,98,4.6,116.351994,39.836173,6,60,3,2599,400021.34,4,6.0,21434.145753936362,37
150,108,卧佛寺,402,4.5,116.207216,40.007486,7,5,1,165,10689.38661,1,0.5,205,人民英雄纪念碑,2243,4.6,116.397691,39.904632,4,0,1,682,10186.8376,1,1.0,19882.766730115876,13
151,101,中华民族园,946,4.8,116.391367,39.982848,2,90,2,18,314383.6014,1,4.0,242,长陵,670,4.5,116.24843,40.303961,1,45,1,342,2393231.035,5,1.5,37678.619498706845,38
152,59,紫竹院公园,372,4.6,116.319089,39.942349,7,0,4,733,467212.1062,4,2.0,200,圆明园,7545,4.7,116.300442,40.009143,7,10,1,19667,3336877.979,5,2.5,7585.549780369114,128
153,7,北海公园,6887,4.8,116.391746,39.928614,15,10,1,40,697623.4271,4,2.0,165,人定湖公园,54,4.6,116.385492,39.957583,15,0,1,271,84564.68895,1,2.5,3260.637249319037,20
154,6,北京恭王府博物馆,5730,4.6,116.386312,39.937225,15,40,1,15803,64266.78184,1,3.0,8,北京798艺术区,1821,4.5,116.49462,39.985028,2,0,2,1321,370534.7496,1,3.0,10668.187190160908,541
155,101,中华民族园,946,4.8,116.391367,39.982848,2,90,2,18,314383.6014,1,4.0,230,大钟寺,166,4.3,116.344962,39.967038,7,30,1,288,30000.0,3,2.5,4335.445635050668,19
156,47,北京海洋馆,655,4.5,116.340971,39.944676,7,173,3,4837,34297.38781,1,2.5,59,紫竹院公园,372,4.6,116.319089,39.942349,7,0,4,733,467212.1062,4,2.0,1887.8912463142874,31
157,88,白塔寺,382,4.6,116.363365,39.924848,15,20,1,284,9377.248679,1,1.0,241,奥体公园（奥林匹克公园;鸟巢;水立方;）,9024,4.8,116.688349,39.908314,14,0,4,36,3680000.0,5,4.0,27845.943597378307,69
158,2,天坛公园,9022,4.6,116.410829,39.881913,4,15,1,11633,1935389.745,5,5.0,224,段祺瑞执政府,76,3.8,116.415071,39.934112,4,0,1,23,6632.185128,1,1.0,5807.143930802742,28
159,35,黄花城水长城,335,4.7,116.303862,40.413026,8,60,1,2299,1528297.336,4,3.0,217,云蒙山国家森林公园,193,4.5,116.786169,40.542212,10,78,5,321,19266587.61,1,6.0,43340.521427061714,22
160,63,王府井,7795,4.4,116.412422,39.908966,4,0,4,1838,1951869.662,1,3.0,229,月坛公园,87,4.5,116.352206,39.916423,15,0,4,490,61751.2355,1,1.0,5214.76918086383,18
161,78,国家奥林匹克体育中心,1453,4.5,116.400841,39.985159,2,0,4,184,629581.0826,1,2.5,244,总神道,303,4.4,116.223201,40.254311,1,30,1,133,302229.8482,5,2.0,33503.222532767024,31
162,117,北京鹫峰国家森林公园,225,4.4,116.085213,40.056718,7,15,5,196,7244698.158,1,2.5,201,天安门广场,16368,4.8,116.397755,39.903179,4,0,1,14196,250003.1338,1,1.5,31675.91393159033,21
163,27,大观园,739,4.6,116.355972,39.871365,15,40,6,2278,103367.4921,4,3.0,41,北京凤凰岭景区,459,4.6,116.084981,40.106778,7,25,5,1446,3528731.118,4,1.5,34912.98956494396,21
164,0,故宫博物院,18918,4.8,116.397029,39.91784,4,60,1,144663,1038469.981,5,6.0,37,玉渡山风景区,148,4.6,115.899049,40.531641,16,60,5,1240,30112108.5,1,3.0,80259.70074683505,12
165,95,蟒山国家森林公园,114,4.4,116.293542,40.26432,1,30,5,755,17525836.27,3,2.0,241,奥体公园（奥林匹克公园;鸟巢;水立方;）,9024,4.8,116.688349,39.908314,14,0,4,36,3680000.0,5,4.0,51926.40749952369,13
166,34,中山公园,1308,4.7,116.394407,39.910707,4,0,4,763,191915.9733,4,4.0,79,北京西山国家森林公园,231,4.7,116.193067,39.975187,7,5,5,1272,4375051.672,3,3.0,18637.47403624588,11
167,60,北京园博园,319,4.6,116.190595,39.876665,6,20,4,3257,5215785.736,4,0.5,97,戒台寺景区,242,4.7,116.086534,39.87053,9,45,1,540,79914.28354,4,2.5,8928.55543284984,22
168,83,南锣鼓巷,9462,4.6,116.402394,39.937182,4,0,4,191,835977.9168,1,3.0,115,云居寺,100,4.6,115.774477,39.609037,5,40,1,346,62848.75574,4,4.0,64973.47028448158,13
169,12,清华大学,5968,4.6,116.326793,40.003017,7,0,1,1157,2787516.674,1,2.5,233,皇城根遗址公园,91,3.8,116.406554,39.923264,4,0,1,133,83491.17307,1,2.5,11173.945859719359,24
170,26,国家植物园,1350,4.6,116.211489,39.996048,7,5,3,1886,1669958.856,4,3.5,58,北京爨底下旅游度假村,158,4.4,115.646077,39.995718,9,0,1,276,5330000.0,1,8.0,48285.54396386403,11
171,69,中国电影博物馆,188,4.4,116.520445,39.996385,2,128,2,207,57851.24158,1,1.5,101,中华民族园,946,4.8,116.391367,39.982848,2,90,2,18,314383.6014,1,4.0,11126.13214188017,15
172,22,五道营胡同,1374,4.6,116.408701,39.948536,4,0,4,337,0.0,1,1.5,34,中山公园,1308,4.7,116.394407,39.910707,4,0,4,763,191915.9733,4,4.0,4374.392070940301,83
173,13,前门大街,3934,4.5,116.403894,39.896151,4,0,4,1544,711343.8409,3,2.0,89,杨梅竹斜街,341,4.6,116.39361,39.895977,15,73,4,56,0.0,1,0.75,879.732606470272,111
174,30,居庸关长城,1412,4.7,116.073094,40.291154,1,45,1,1917,663074.9328,4,8.0,32,潭柘寺,514,4.6,116.0306,39.903428,9,55,1,1204,178980.4929,4,3.5,43203.96251166294,35
175,26,国家植物园,1350,4.6,116.211489,39.996048,7,5,3,1886,1669958.856,4,3.5,30,居庸关长城,1412,4.7,116.073094,40.291154,1,45,1,1917,663074.9328,4,8.0,34825.41425808022,51
176,97,戒台寺景区,242,4.7,116.086534,39.87053,9,45,1,540,79914.28354,4,2.5,132,烟袋斜街,3421,4.4,116.394748,39.939329,15,0,4,662,18111.23657,1,2.0,27440.731361701564,11
177,53,雁栖湖,322,4.5,116.667865,40.391351,8,42,5,2602,6916123.214,4,4.0,82,神堂峪自然风景区,109,4.4,116.61177,40.438855,8,20,5,146,20442862.21,1,3.0,7105.82574383837,46
178,18,香山公园,3045,4.6,116.188746,39.990107,7,10,1,5055,1641390.743,4,3.0,107,三里屯,3524,4.6,116.455294,39.937492,2,0,4,674,2560078.012,1,3.0,23510.951942842636,332
179,0,故宫博物院,18918,4.8,116.397029,39.91784,4,60,1,144663,1038469.981,5,6.0,111,南海子公园,102,4.8,116.464223,39.777746,3,0,4,28,5182625.955,1,4.0,16583.859004064412,21
180,201,天安门广场,16368,4.8,116.397755,39.903179,4,0,1,14196,250003.1338,1,1.5,210,八大胡同,455,4.3,116.390909,39.891935,15,0,4,159,0.0,1,2.0,1378.9185201120122,304
181,15,北京大学,6718,4.6,116.310905,39.992806,7,0,1,1452,1950017.619,1,1.5,127,杂书馆(暂停营业),45,4.9,116.493084,40.037948,2,32,2,11,3000.0,1,1.5,16341.177223456229,13
182,61,百花山国家级自然保护区,245,4.9,115.591886,39.837756,9,60,5,7,32412753.44,3,4.0,105,密云水库,268,4.6,116.913914,40.517502,10,0,5,144,188000000.0,1,8.0,135554.1885832621,12
183,7,北海公园,6887,4.8,116.391746,39.928614,15,10,1,40,697623.4271,4,2.0,111,南海子公园,102,4.8,116.464223,39.777746,3,0,4,28,5182625.955,1,4.0,17862.522561715235,17
184,0,故宫博物院,18918,4.8,116.397029,39.91784,4,60,1,144663,1038469.981,5,6.0,80,北京市劳动人民文化宫,390,4.6,116.400005,39.9107,4,2,2,419,143113.5078,2,2.0,832.6089362925323,356
185,5,景山公园,9163,4.7,116.396551,39.925875,15,0,1,3814,257164.9228,4,1.25,144,国家动物博物馆,95,4.5,116.381429,40.002551,2,40,2,114,5149.606305,1,2.5,8611.115353501053,24
186,5,景山公园,9163,4.7,116.396551,39.925875,15,0,1,3814,257164.9228,4,1.25,244,总神道,303,4.4,116.223201,40.254311,1,30,1,133,302229.8482,5,2.0,39350.87377913224,137
187,80,北京市劳动人民文化宫,390,4.6,116.400005,39.9107,4,2,2,419,143113.5078,2,2.0,103,法海寺森林公园,207,4.1,116.16003,39.940625,12,0,5,7,621642.6157,1,1.5,20781.926276786427,12
188,23,北京欢乐谷,580,4.7,116.494743,39.867355,2,339,6,16257,551942.6523,4,6.0,85,石景山游乐园,88,4.1,116.208645,39.911986,12,10,6,935,368944.5968,4,3.0,24967.001927159174,32
189,11,雍和宫,4125,4.8,116.417304,39.947228,4,25,1,6,35765.89602,1,2.0,229,月坛公园,87,4.5,116.352206,39.916423,15,0,4,490,61751.2355,1,1.0,6531.661021338511,24
190,60,北京园博园,319,4.6,116.190595,39.876665,6,20,4,3257,5215785.736,4,0.5,118,首钢园（首钢工业遗址公园）,312,4.8,116.163672,39.909611,12,88,4,5,7400152.215,1,2.5,4322.463292846585,25
191,64,妙峰山风景名胜区,384,4.6,116.026452,40.06355,9,20,5,9,4000639.889,3,8.0,95,蟒山国家森林公园,114,4.4,116.293542,40.26432,1,30,5,755,17525836.27,3,2.0,31854.14934776543,14
192,63,王府井,7795,4.4,116.412422,39.908966,4,0,4,1838,1951869.662,1,3.0,64,妙峰山风景名胜区,384,4.6,116.026452,40.06355,9,20,5,9,4000639.889,3,8.0,37166.729960465906,20
193,11,雍和宫,4125,4.8,116.417304,39.947228,4,25,1,6,35765.89602,1,2.0,129,纪晓岚故居,167,4.3,116.387191,39.890058,15,40,1,255,979.6936927,1,1.5,6849.977152970527,33
194,2,天坛公园,9022,4.6,116.410829,39.881913,4,15,1,11633,1935389.745,5,5.0,61,百花山国家级自然保护区,245,4.9,115.591886,39.837756,9,60,5,7,32412753.44,3,4.0,70246.53317583134,17
195,39,蓝色港湾,341,4.7,116.475944,39.949336,2,0,4,52,116894.6079,3,2.5,202,中国国家博物馆,1190,4.8,116.401304,39.905374,4,0,2,4278,123008.8977,1,3.5,8033.548509339226,18
196,8,北京798艺术区,1821,4.5,116.49462,39.985028,2,0,2,1321,370534.7496,1,3.0,36,八大处公园,492,4.7,116.184358,39.962679,12,10,5,2105,2116766.293,4,1.5,26620.46983228443,18
197,95,蟒山国家森林公园,114,4.4,116.293542,40.26432,1,30,5,755,17525836.27,3,2.0,216,黑龙潭自然风景区,256,4.5,116.776367,40.565101,10,58,5,709,3908830.549,4,4.0,52866.37189783096,13
198,49,人民大会堂,3207,4.6,116.393823,39.905024,15,0,1,615,144657.2062,1,1.5,60,北京园博园,319,4.6,116.190595,39.876665,6,20,4,3257,5215785.736,4,0.5,17664.919639108837,21
199,2,天坛公园,9022,4.6,116.410829,39.881913,4,15,1,11633,1935389.745,5,5.0,63,王府井,7795,4.4,116.412422,39.908966,4,0,4,1838,1951869.662,1,3.0,3006.85364988311,3762
200,34,中山公园,1308,4.7,116.394407,39.910707,4,0,4,763,191915.9733,4,4.0,69,中国电影博物馆,188,4.4,116.520445,39.996385,2,128,2,207,57851.24158,1,1.5,14369.978282961913,17
201,52,司马台长城旅游区,663,4.6,117.287475,40.658241,10,170,1,1043,835259.522,4,4.0,107,三里屯,3524,4.6,116.455294,39.937492,2,0,4,674,2560078.012,1,3.0,106822.08174998507,50
202,2,天坛公园,9022,4.6,116.410829,39.881913,4,15,1,11633,1935389.745,5,5.0,108,卧佛寺,402,4.5,116.207216,40.007486,7,5,1,165,10689.38661,1,0.5,22298.15074413965,87
203,12,清华大学,5968,4.6,116.326793,40.003017,7,0,1,1157,2787516.674,1,2.5,44,八达岭野生动物世界,187,4.2,115.996858,40.351178,16,90,3,4895,2849241.299,3,3.0,47793.440852382075,30
204,22,五道营胡同,1374,4.6,116.408701,39.948536,4,0,4,337,0.0,1,1.5,100,日坛公园,370,4.6,116.443795,39.915538,2,0,4,535,219976.9075,3,0.5,4735.25973195549,36
205,14,孔庙和国子监博物馆,2941,4.6,116.413283,39.946908,4,118,1,685,22000.0,1,3.5,36,八大处公园,492,4.7,116.184358,39.962679,12,10,5,2105,2116766.293,4,1.5,19639.88969635932,45
206,3,颐和园,11485,4.7,116.275115,39.999686,7,30,1,40087,3190657.268,5,12.0,229,月坛公园,87,4.5,116.352206,39.916423,15,0,4,490,61751.2355,1,1.0,11351.66851250555,37
207,91,五塔寺,295,4.5,116.330383,39.944049,7,0,1,163,17000.0,1,1.0,214,卢沟桥,565,4.6,116.225969,39.850387,6,20,1,141,425565.9048,1,0.5,13707.273927555665,13
208,40,北京东交民巷使馆建筑群,732,4.6,116.41262,39.901299,4,0,1,327,628400.0,1,1.5,204,宋庆龄故居,654,4.7,116.383068,39.945538,15,20,1,689,21880.23116,1,1.5,5523.611152632073,59
209,40,北京东交民巷使馆建筑群,732,4.6,116.41262,39.901299,4,0,1,327,628400.0,1,1.5,210,八大胡同,455,4.3,116.390909,39.891935,15,0,4,159,0.0,1,2.0,2128.0564714482016,71
210,20,地坛公园,1751,4.5,116.414449,39.953778,4,2,4,874,326165.0245,4,2.0,210,八大胡同,455,4.3,116.390909,39.891935,15,0,4,159,0.0,1,2.0,7155.444992199565,39
211,43,龙庆峡风景区,194,4.5,116.003394,40.551886,16,40,5,2139,5893398.409,4,4.0,185,正阳门,2300,4.6,116.398021,39.900505,4,0,1,541,0.0,1,1.5,79746.4917506003,12
212,42,钟鼓楼,1354,4.5,116.395885,39.941596,4,20,1,352,3852.108981,1,1.5,130,中国地质博物馆,166,4.7,116.371739,39.923387,15,15,2,794,27721.05713,1,2.5,2889.2188370939643,24
213,4,慕田峪长城,2645,4.8,116.565052,40.431668,8,40,1,14667,4123759.312,5,6.0,200,圆明园,7545,4.7,116.300442,40.009143,7,10,1,19667,3336877.979,5,2.5,52042.92378862365,892
214,14,孔庙和国子监博物馆,2941,4.6,116.413283,39.946908,4,118,1,685,22000.0,1,3.5,245,十渡风景名胜区,404,4.5,115.610697,39.64063,5,0,5,670,50901.34807,4,3.5,76692.71875169443,25
215,19,奥林匹克森林公园,987,4.8,116.391365,40.016194,2,0,4,100,6697819.748,1,3.5,146,阳台山自然风景区,322,4.1,116.104067,40.068588,7,9,5,134,26000000.0,2,3.0,25199.029360233795,11
216,19,奥林匹克森林公园,987,4.8,116.391365,40.016194,2,0,4,100,6697819.748,1,3.5,231,宛平城,208,4.5,116.22609,39.851425,6,0,1,144,213592.5458,1,1.5,23114.40818687709,13
217,61,百花山国家级自然保护区,245,4.9,115.591886,39.837756,9,60,5,7,32412753.44,3,4.0,136,北京后花园(白虎涧)风景区,1516,4.1,116.081952,40.14064,1,30,5,598,17355511.65,2,4.5,53692.23616142518,18
218,9,什刹海,5922,4.6,116.385307,39.941853,15,0,1,2157,0.0,1,2.5,203,毛主席纪念堂,165,4.6,116.397815,39.902517,4,0,2,786,58607.5159,1,0.75,4496.594911405677,74
219,200,圆明园,7545,4.7,116.300442,40.009143,7,10,1,19667,3336877.979,5,2.5,237,琉璃厂（文化街）,549,4.6,116.38457,39.895313,15,0,4,5,102580.1232,1,1.0,14540.475634241866,194
220,24,北京大栅栏,4653,4.5,116.395042,39.895715,15,0,4,1026,0.0,3,0.75,30,居庸关长城,1412,4.7,116.073094,40.291154,1,45,1,1917,663074.9328,4,8.0,51784.980306042606,296
221,0,故宫博物院,18918,4.8,116.397029,39.91784,4,60,1,144663,1038469.981,5,6.0,209,中央广播电视塔,737,4.4,116.307016,39.918852,7,80,4,1773,109278.5153,1,2.0,7696.524944819597,330
222,4,慕田峪长城,2645,4.8,116.565052,40.431668,8,40,1,14667,4123759.312,5,6.0,27,大观园,739,4.6,116.355972,39.871365,15,40,6,2278,103367.4921,4,3.0,64714.89771038101,44
223,228,帝王庙(历代帝王博物馆）,193,4.7,116.367443,39.924802,15,20,1,157,21500.0,1,1.5,243,定陵,1175,4.4,116.225759,40.294843,1,60,1,945,210371.1033,5,1.0,42826.971945661084,15
224,226,鲁迅博物馆,154,4.6,116.358742,39.925693,15,0,2,315,5024.916992,1,1.0,237,琉璃厂（文化街）,549,4.6,116.38457,39.895313,15,0,4,5,102580.1232,1,1.0,4031.8112513488168,17
225,4,慕田峪长城,2645,4.8,116.565052,40.431668,8,40,1,14667,4123759.312,5,6.0,40,北京东交民巷使馆建筑群,732,4.6,116.41262,39.901299,4,0,1,327,628400.0,1,1.5,60305.568646459,64
226,47,北京海洋馆,655,4.5,116.340971,39.944676,7,173,3,4837,34297.38781,1,2.5,107,三里屯,3524,4.6,116.455294,39.937492,2,0,4,674,2560078.012,1,3.0,9803.371620208636,62
227,63,王府井,7795,4.4,116.412422,39.908966,4,0,4,1838,1951869.662,1,3.0,109,北京古代建筑博物馆,129,4.6,116.392052,39.877536,15,15,2,180,40536.72495,1,0.5,3900.4575432560086,24
228,42,钟鼓楼,1354,4.5,116.395885,39.941596,4,20,1,352,3852.108981,1,1.5,107,三里屯,3524,4.6,116.455294,39.937492,2,0,4,674,2560078.012,1,3.0,5098.040769495022,216
229,19,奥林匹克森林公园,987,4.8,116.391365,40.016194,2,0,4,100,6697819.748,1,3.5,60,北京园博园,319,4.6,116.190595,39.876665,6,20,4,3257,5215785.736,4,0.5,23117.26967212138,25
230,92,清华大学艺术博物馆,89,4.6,116.335592,40.001971,7,20,2,46,22319.07123,1,3.0,200,圆明园,7545,4.7,116.300442,40.009143,7,10,1,19667,3336877.979,5,2.5,3105.1997289073392,22
231,0,故宫博物院,18918,4.8,116.397029,39.91784,4,60,1,144663,1038469.981,5,6.0,67,京东石林峡旅游区,109,4.5,117.24148,40.262227,11,58,5,2123,1455325.832,4,3.0,81538.29311061691,18
232,16,古北水镇,902,4.6,117.277314,40.654264,10,140,1,10869,2472837.263,1,12.0,89,杨梅竹斜街,341,4.6,116.39361,39.895977,15,73,4,56,0.0,1,0.75,112863.88051719702,15
233,3,颐和园,11485,4.7,116.275115,39.999686,7,30,1,40087,3190657.268,5,12.0,17,北京动物园,1004,4.5,116.33668,39.942117,15,15,3,4963,726207.5638,4,5.0,8277.776032572656,482
234,89,杨梅竹斜街,341,4.6,116.39361,39.895977,15,73,4,56,0.0,1,0.75,226,鲁迅博物馆,154,4.6,116.358742,39.925693,15,0,2,315,5024.916992,1,1.0,4446.913225426295,14
235,5,景山公园,9163,4.7,116.396551,39.925875,15,0,1,3814,257164.9228,4,1.25,88,白塔寺,382,4.6,116.363365,39.924848,15,20,1,284,9377.248679,1,1.0,2839.2543752210554,164
236,9,什刹海,5922,4.6,116.385307,39.941853,15,0,1,2157,0.0,1,2.5,87,百望山森林公园,229,4.5,116.255631,40.029982,7,6,5,349,2376048.302,3,4.5,14779.257530168949,12
237,12,清华大学,5968,4.6,116.326793,40.003017,7,0,1,1157,2787516.674,1,2.5,27,大观园,739,4.6,116.355972,39.871365,15,40,6,2278,103367.4921,4,3.0,14829.000199541846,158
238,18,香山公园,3045,4.6,116.188746,39.990107,7,10,1,5055,1641390.743,4,3.0,101,中华民族园,946,4.8,116.391367,39.982848,2,90,2,18,314383.6014,1,4.0,17324.756377422753,118
239,17,北京动物园,1004,4.5,116.33668,39.942117,15,15,3,4963,726207.5638,4,5.0,23,北京欢乐谷,580,4.7,116.494743,39.867355,2,339,6,16257,551942.6523,4,6.0,15861.862793021153,43
240,24,北京大栅栏,4653,4.5,116.395042,39.895715,15,0,4,1026,0.0,3,0.75,63,王府井,7795,4.4,116.412422,39.908966,4,0,4,1838,1951869.662,1,3.0,2091.3321303765965,2166
241,22,五道营胡同,1374,4.6,116.408701,39.948536,4,0,4,337,0.0,1,1.5,63,王府井,7795,4.4,116.412422,39.908966,4,0,4,1838,1951869.662,1,3.0,4405.085164332061,474
242,24,北京大栅栏,4653,4.5,116.395042,39.895715,15,0,4,1026,0.0,3,0.75,84,什刹海茶艺酒吧街,136,4.4,116.390792,39.936204,15,0,4,623,0.0,1,2.5,4510.276998353727,54
243,202,中国国家博物馆,1190,4.8,116.401304,39.905374,4,0,2,4278,123008.8977,1,3.5,210,八大胡同,455,4.3,116.390909,39.891935,15,0,4,159,0.0,1,2.0,1736.9086422313335,43
244,63,王府井,7795,4.4,116.412422,39.908966,4,0,4,1838,1951869.662,1,3.0,133,三里河公园,210,4.9,116.405433,39.894234,4,0,5,119,8116212.268,1,1.5,1741.5052221814735,36
